,CrashId,Fatal Case Status,lat,lon,DOT Case Number,Date Of Crash,Time of Crash,Crash Severity,Crash Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Motor Vehicles,Route Class Text Format,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Weather Condition,Weather Condition Text Format,Light Condition,Light Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Average Daily Traffic,Trafficway Class Text Format,full_date
2282,837225,1,41.392153,-72.897591,3340317,7/30/21,13:30:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,9.46,10,CT-10,10-N,JAMES ST,,,,,1,Clear,1,Daylight,1,Dry,16800,"Trafficway, On Road",7/30/21 13:30
702,838680,1,41.416578,-72.903054,3341772,7/30/21,15:31:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.28,10,CT-10,10-N,,Sherman Avenue,400,Feet,N,1,Clear,1,Daylight,1,Dry,25700,"Trafficway, On Road",7/30/21 15:31
4546,835994,1,41.403776,-72.897989,3339086,7/30/21,16:08:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.02,22,CT-22,22-E,,Whitney Ave.,100,Feet,E,1,Clear,1,Daylight,1,Dry,5600,"Trafficway, On Road",7/30/21 16:08
8265,837527,1,41.336892,-72.932018,3340619,7/30/21,18:50:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.09,473,SAINT MARY ST,SAINT MARY ST,DUDLEY ST,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",7/30/21 18:50
8870,838681,1,41.343932,-72.937436,3341773,7/30/21,20:14:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,0.11,518,THIRD ST,THIRD ST,WARREN ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",7/30/21 20:14
8349,835996,1,41.33702,-72.92975,3339088,7/31/21,5:59:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.03,488,SHELTON AV,SHELTON AV,,Morse Street,145,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",7/31/21 5:59
1880,835997,1,41.34024,-72.93524,3339089,7/31/21,14:16:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,5.31,10,CT-10,10-N,,George St. ,50,Feet,S,1,Clear,1,Daylight,1,Dry,21100,"Trafficway, On Road",7/31/21 14:16
6634,835998,1,41.390903,-72.904851,3339090,8/1/21,8:06:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.57,174,EVERGREEN AV,EVERGREEN AV,,JAMESTOWN ROAD,360,Feet,N,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/1/21 8:06
7817,837528,1,41.358921,-72.911114,3340620,8/1/21,10:23:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.21,413,PARK AV,PARK AV,,Whitney Ave,318,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/1/21 10:23
3683,835162,1,41.36374621,-72.92966217,3338254,8/1/21,15:21:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,49.78,15,15-S,15-S,,BENHAM ST,330,Feet,S,1,Clear,1,Daylight,1,Dry,77800,"Trafficway, On Road",8/1/21 15:21
3196,836741,1,41.382577,-72.897878,3339833,8/1/21,20:24:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.96,15,15-N,15-N,,Exit 62,2,TenthsofMile,S,1,Clear,5,Dark-Not Lighted,1,Dry,72300,"Trafficway, On Road",8/1/21 20:24
3916,843115,1,41.37890676,-72.9038597,3346207,8/2/21,10:29:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,51.59,15,15-S,15-S,,#61 on ramp,2,Feet,S,2,Cloudy,1,Daylight,1,Dry,70900,"Trafficway, On Road",8/2/21 10:29
6830,837529,1,41.44308,-72.94693,3340621,8/2/21,12:00:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,1.56,208,GAYLORD MOUNTAIN RD,GAYLORD MOUNTAIN RD,,Downes Rd,1,TenthsofMile,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/2/21 12:00
5280,838682,1,41.3487,-72.913378,3341774,8/2/21,13:11:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,1.12,707,WHITNEY AV,707-N,,Mather Street,200,Feet,N,1,Clear,1,Daylight,1,Dry,11800,"Trafficway, On Road",8/2/21 13:11
4746,837530,1,41.335993,-72.899399,3340622,8/2/21,20:38:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,USRoute,1.61,5,US-5,5-N,,State St.,50,Feet,E,1,Clear,4,Dark-Lighted,1,Dry,11900,"Trafficway, On Road",8/2/21 20:38
3188,839307,1,41.377276,-72.90634,3342399,8/3/21,14:05:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,51.4,15,15-N,15-N,,Exit 61,0.300000012,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,72600,"Trafficway, On Road",8/3/21 14:05
3248,835883,1,41.381007,-72.900319,3338975,8/3/21,16:15:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.79,15,15-N,15-N,,Exit 61,1,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,69900,"Trafficway, On Road",8/3/21 16:15
4223,860255,1,41.378237,-72.905292,3362356,8/3/21,17:07:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.17,15,15-S,15-S-122,,15-S,90,Feet,N,1,Clear,1,Daylight,1,Dry,9700,"Trafficway, On Road",8/3/21 17:07
5974,837531,1,41.33569,-72.937879,3340623,8/3/21,18:55:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.01,52,BOWEN ST,BOWEN ST,CHERRY ANN ST,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/3/21 18:55
7268,835451,1,41.3594,-72.9283,3338543,8/4/21,0:10:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.08,307,LAKEVIEW AV,LAKEVIEW AV,,Woodland Ave,60,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/4/21 0:10
5735,837589,1,41.34174,-72.92584,3340681,8/4/21,4:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.73,21,AUGUR ST,AUGUR ST,,,0,,,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/4/21 4:20
2284,839722,1,41.392102,-72.897702,3342814,8/4/21,12:47:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,9.46,10,CT-10,10-N,JAMES ST,,,,,1,Clear,1,Daylight,1,Dry,16800,"Trafficway, On Road",8/4/21 12:47
468,838683,1,41.35903,-72.925794,3341775,8/4/21,22:09:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,6.53,10,CT-10,10-N,MATHER ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,27700,"Trafficway, On Road",8/4/21 22:09
4700,837532,1,41.32969,-72.898768,3340624,8/5/21,7:30:00,O,Property Damage Only,O,No Apparent Injury (O),2,USRoute,1.13,5,US-5,5-N,PARK RD,,,,,1,Clear,1,Daylight,1,Dry,14400,"Trafficway, On Road",8/5/21 7:30
4763,842707,1,41.35279,-72.89174,3345799,8/5/21,22:39:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,USRoute,2.85,5,US-5,5-N,SEBEC ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,10100,"Trafficway, On Road",8/5/21 22:39
2567,839723,1,41.33826,-72.93548,3342815,8/5/21,23:33:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.17,10,CT-10,10-N,,Dixwell Ave,59,Feet,W,1,Clear,4,Dark-Lighted,1,Dry,11200,"Trafficway, On Road",8/5/21 23:33
6482,839724,1,41.338195,-72.935221,3342816,8/6/21,21:15:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,Local,0.2,142,DIXWELL AV,DIXWELL AV NO 1,10-N,,,,S,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/6/21 21:15
5737,861776,1,41.3422,-72.9222,3363877,8/7/21,3:38:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.52,21,AUGUR ST,AUGUR ST,ROLFE RD,,,,,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/7/21 3:38
4669,838684,1,41.328588,-72.897961,3341776,8/7/21,9:44:00,O,Property Damage Only,O,No Apparent Injury (O),2,USRoute,1.04,5,US-5,5-N,,Park Rd,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,17400,"Trafficway, On Road",8/7/21 9:44
2641,838685,1,41.36532,-72.92234,3341777,8/7/21,10:03:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,7.19,10,CT-10,10-N,15-N-221,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/7/21 10:03
7502,838686,1,41.365164,-72.928336,3341778,8/7/21,16:44:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.07,366,MIX AV,MIX AV,KAYE VUE DR (private),Benham St,350,Feet,N,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/7/21 16:44
8104,842709,1,41.344665,-72.920438,3345801,8/8/21,8:53:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.43,439,PUTNAM AV,PUTNAM AV,,Paramount Avenue,100,Feet,E,4,Rain,99,Unknown,2,Wet,,"Trafficway, On Road",8/8/21 8:53
1884,839725,1,41.339486,-72.935143,3342817,8/8/21,11:12:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.26,10,CT-10,10-N,,PINE ST,30,Feet,S,1,Clear,1,Daylight,1,Dry,21100,"Trafficway, On Road",8/8/21 11:12
6207,838687,1,41.3576,-72.9374,3341779,8/9/21,6:25:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.59,99,CIRCULAR AV,CIRCULAR AV,,Gilbert Ave,30,Feet,N,1,Clear,2,Dawn,1,Dry,,"Trafficway, On Road",8/9/21 6:25
9189,837533,1,41.339971,-72.907712,3340625,8/9/21,8:02:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.03,590,WILTON RD,WILTON RD,,HARTFORD TPKE,150,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/9/21 8:02
8327,837534,1,41.35431,-72.898314,3340626,8/9/21,11:30:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.05,483,SEBEC ST,SEBEC ST,HESSE RD,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/9/21 11:30
3915,839519,1,41.379756,-72.902625,3342611,8/9/21,13:21:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.68,15,15-S,15-S,,Exit 61,1,TenthsofMile,E,1,Clear,1,Daylight,1,Dry,70900,"Trafficway, On Road",8/9/21 13:21
5066,839726,1,41.344085,-72.912172,3342818,8/10/21,0:18:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,State,0.8,707,WHITNEY AV,707-N,AUGUR ST,,,,S,1,Clear,4,Dark-Lighted,1,Dry,14300,"Trafficway, On Road",8/10/21 0:18
4972,839727,1,41.383457,-72.90189,3342819,8/10/21,8:26:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,3.62,707,WHITNEY AV,707-N,10-N,,,,,2,Cloudy,1,Daylight,1,Dry,16800,"Trafficway, On Road",8/10/21 8:26
127,837535,1,41.365317,-72.922205,3340627,8/10/21,9:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.19,10,CT-10,10-N,,RTE 15 N,30,Feet,S,1,Clear,1,Daylight,1,Dry,38300,"Trafficway, On Road",8/10/21 9:20
1718,837536,1,41.37202764,-72.91750129,3340628,8/10/21,10:22:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.7,10,CT-10,10-N,,Skiff St,500,Feet,S,1,Clear,1,Daylight,1,Dry,22000,"Trafficway, On Road",8/10/21 10:22
469,838688,1,41.35421,-72.9296,3341780,8/10/21,11:38:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.32,10,CT-10,10-N,,TREADWELL ST,75,Feet,N,2,Cloudy,1,Daylight,1,Dry,27700,"Trafficway, On Road",8/10/21 11:38
2283,837537,1,41.38481,-72.901398,3340629,8/10/21,13:46:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,9.08,10,CT-10,10-N,,SCHOOL ST,100,Feet,N,1,Clear,1,Daylight,1,Dry,16800,"Trafficway, On Road",8/10/21 13:46
7501,837538,1,41.372403,-72.923015,3340630,8/10/21,14:52:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.64,366,MIX AV,MIX AV,,SKIFF ST.,1630,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/10/21 14:52
8213,837539,1,41.342638,-72.902478,3340631,8/11/21,7:37:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.52,452,RIDGE RD,RIDGE RD,MULBERRY HILL ST,,,,,4,Rain,1,Daylight,2,Wet,,"Trafficway, On Road",8/11/21 7:37
4094,843130,1,41.365818,-72.923931,3346222,8/11/21,8:34:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,50.13,15,15-S,15-S,,15-S-119,325,Feet,S,1,Clear,1,Daylight,2,Wet,59700,"Trafficway, On Road",8/11/21 8:34
5774,838689,1,41.3519,-72.9532,3341781,8/11/21,22:58:00,O,Property Damage Only,O,No Apparent Injury (O),2,,,,BELDEN RD,69 BELDEN RD,,Twin Brook Road,420,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, Not on Road",8/11/21 22:58
2456,846634,1,41.40387,-72.898296,3349726,8/12/21,11:53:00,O,Property Damage Only,O,No Apparent Injury (O),3,State,10.27,10,CT-10,10-N,22-E,,,,,1,Clear,1,Daylight,1,Dry,12900,"Trafficway, On Road",8/12/21 11:53
8800,842710,1,41.37493845,-72.91676096,3345802,8/12/21,14:27:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.06,495,SKIFF ST EXT,SKIFF ST EXT,,Dixwell Av,100,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/12/21 14:27
1930,838690,1,41.420955,-72.90460419,3341782,8/12/21,19:04:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.68,10,CT-10,10-N,,West Woods Rd,50,Feet,N,1,Clear,1,Daylight,1,Dry,19000,"Trafficway, Not on Road",8/12/21 19:04
5201,838691,1,41.3658,-72.90824,3341783,8/13/21,9:44:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,2.37,707,WHITNEY AV,707-N,,Thornton Street,75,Feet,S,1,Clear,1,Daylight,1,Dry,13300,"Trafficway, On Road",8/13/21 9:44
5736,842711,1,41.342214,-72.923117,3345803,8/13/21,19:08:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.58,21,AUGUR ST,AUGUR ST,,Farnsworth St,10,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/13/21 19:08
3686,843138,1,41.361007,-72.934738,3346230,8/14/21,6:25:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,49.45,15,15-S,15-S,,15-S-118,7,TenthsofMile,S,1,Clear,2,Dawn,1,Dry,77800,"Trafficway, On Road",8/14/21 6:25
2247,838693,1,41.384311,-72.901534,3341785,8/14/21,11:29:00,O,Property Damage Only,O,No Apparent Injury (O),3,State,8.88,10,CT-10,10-N,SCHOOL ST,,,,,1,Clear,1,Daylight,1,Dry,16900,"Trafficway, On Road",8/14/21 11:29
5329,848748,1,41.359438,-72.90975,3351840,8/14/21,11:58:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,1.92,707,WHITNEY AV,707-N,,Central Ave,25,Feet,S,1,Clear,1,Daylight,1,Dry,11700,"Trafficway, On Road",8/14/21 11:58
5704,842712,1,41.364611,-72.914818,3345804,8/14/21,12:05:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0,15,ARDMORE ST,ARDMORE ST,GREENWAY ST,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/14/21 12:05
5202,838694,1,41.3709,-72.9068,3341786,8/14/21,20:24:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,2.74,707,WHITNEY AV,707-N,SKIFF ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,13300,"Trafficway, On Road",8/14/21 20:24
7190,838695,1,41.340065,-72.949588,3341787,8/15/21,12:04:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.18,618,HIGH TOP CIR,HIGH TOP CIR WEST,,HIGH TOP CIR EAST CIR,100,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/15/21 12:04
6208,839730,1,41.361014,-72.936893,3342822,8/15/21,13:12:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.35,99,CIRCULAR AV,CIRCULAR AV,,Cherry Hill Rd,50,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/15/21 13:12
6461,839731,1,41.335444,-72.935175,3342823,8/15/21,13:44:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,1.59,,DIXWELL AV,DIXWELL AV,,Goodrich St.,100,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/15/21 13:44
1720,846635,1,41.369961,-72.918792,3349727,8/15/21,14:06:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,7.54,10,CT-10,10-N,,2100 dixwell ave,30,Feet,N,1,Clear,1,Daylight,1,Dry,22000,"Trafficway, On Road",8/15/21 14:06
5203,839732,1,41.371182,-72.906658,3342824,8/15/21,18:12:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,2.74,707,WHITNEY AV,707-N,SKIFF ST,,,,W,1,Clear,1,Daylight,1,Dry,13300,"Trafficway, On Road",8/15/21 18:12
3158,838771,1,41.364532,-72.928173,3341863,8/15/21,19:34:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,49.86,15,15-N,15-N,,15-N-20,1.5,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,77800,"Trafficway, On Road",8/15/21 19:34
9069,838696,1,41.400105,-72.933531,3341788,8/15/21,22:53:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.58,570,WEST SHEPARD AV,WEST SHEPARD AV,LAUREL VIEW DR,,,,,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/15/21 22:53
6078,888050,1,41.33583525,-72.93951742,3390147,8/16/21,1:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.22,92,CHERRY ANN ST,CHERRY ANN ST,,SHERMAN AVENUE,700,Feet,W,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/16/21 1:20
4595,838697,1,41.401284,-72.897609,3341789,8/16/21,6:53:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,3.08,40,40-N,40-N,10-N,,,,,1,Clear,1,Daylight,1,Dry,20600,"Trafficway, On Road",8/16/21 6:53
5282,866083,1,41.355988,-72.911757,3368182,8/16/21,12:59:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,1.65,707,WHITNEY AV,707-N,WAITE ST,,,,,1,Clear,1,Daylight,1,Dry,11800,"Trafficway, On Road",8/16/21 12:59
1526,839733,1,41.35086405,-72.931503,3342825,8/16/21,15:29:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.08,10,CT-10,10-N,,LEXINGTON AVE,100,Feet,N,1,Clear,1,Daylight,1,Dry,22600,"Trafficway, On Road",8/16/21 15:29
6831,839734,1,41.440266,-72.943548,3342826,8/17/21,7:52:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.21,208,GAYLORD MOUNTAIN RD,GAYLORD MOUNTAIN RD,DEER HILL RD,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/17/21 7:52
1067,842713,1,41.345323,-72.93408,3345805,8/18/21,13:18:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,5.67,10,CT-10,10-N,,PUTNAM AVE,250,Feet,S,2,Cloudy,1,Daylight,1,Dry,24700,"Trafficway, On Road",8/18/21 13:18
8277,839735,1,41.36261,-72.906243,3342827,8/18/21,17:47:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.34,478,SANTA FE AV,SANTA FE AV,,RIDGEWOOD AVE.,25,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/18/21 17:47
6210,842714,1,41.347,-72.934257,3345806,8/18/21,19:00:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.33,99,CIRCULAR AV,CIRCULAR AV,,Helen St.,50,Feet,N,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/18/21 19:00
3684,840075,1,41.34876407,-72.966085,3343167,8/19/21,4:48:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,47.57,15,15-S,15-S,,15-S-116,9,TenthsofMile,N,4,Rain,5,Dark-Not Lighted,2,Wet,77800,"Trafficway, On Road",8/19/21 4:48
7503,839736,1,41.376368,-72.92034,3342828,8/19/21,9:56:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.95,366,MIX AV,MIX AV,SKIFF ST EXT,,,,S,4,Rain,1,Daylight,2,Wet,,"Trafficway, Not on Road",8/19/21 9:56
8740,914253,1,41.372082,-72.908723,3412393,8/19/21,12:18:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.14,494,SKIFF ST,SKIFF ST,,WHITNEY AV,1,TenthsofMile,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/19/21 12:18
6954,839737,1,41.334913,-72.924831,3342829,8/19/21,17:11:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,0.26,222,GOODRICH ST,GOODRICH ST,WINCHESTER AV,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/19/21 17:11
3197,841061,1,41.38339566,-72.89646965,3344153,8/19/21,18:36:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,52.05,15,15-N,15-N,,15-N-127,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,72300,"Trafficway, On Road",8/19/21 18:36
4701,852929,1,41.33555,-72.900104,3355030,8/19/21,20:11:00,O,Property Damage Only,O,No Apparent Injury (O),2,USRoute,1.56,5,US-5,5-N,,Ridge Rd.,5,Feet,S,1,Clear,4,Dark-Lighted,1,Dry,14400,"Trafficway, Not on Road",8/19/21 20:11
7064,839738,1,41.389523,-72.912562,3342830,8/20/21,0:16:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.16,713,HAMDEN HILLS DR,HAMDEN HILLS DR,,EVERGREEN AVE,2,TenthsofMile,W,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, Not on Road",8/20/21 0:16
3246,842600,1,41.379115,-72.903355,3345692,8/20/21,7:57:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,51.6,15,15-N,15-N,,exit 61,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,70900,"Trafficway, On Road",8/20/21 7:57
6211,843488,1,41.34714,-72.93438,3346580,8/20/21,13:24:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.32,99,CIRCULAR AV,CIRCULAR AV,,Helen St,100,Feet,N,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",8/20/21 13:24
4973,839739,1,41.383446,-72.901857,3342831,8/20/21,14:26:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,3.62,707,WHITNEY AV,707-N,10-N,,,,,1,Clear,1,Daylight,1,Dry,16800,"Trafficway, On Road",8/20/21 14:26
8506,842715,1,41.401291,-72.924026,3345807,8/20/21,20:24:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.82,489,SHEPARD AV,SHEPARD AV,WEST SHEPARD AV,,,,,1,Clear,5,Dark-Not Lighted,1,Dry,,"Trafficway, On Road",8/20/21 20:24
377,842716,1,41.361294,-72.924675,3345808,8/21/21,12:58:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.88,10,CT-10,10-N,,Maplewood Terrace,50,Feet,N,1,Clear,1,Daylight,1,Dry,31800,"Trafficway, On Road",8/21/21 12:58
4222,842516,1,41.378118,-72.905315,3345608,8/21/21,14:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.18,15,15-S,15-S-122,,RT 15 ,5,Feet,N,1,Clear,1,Daylight,1,Dry,9700,"Trafficway, On Road",8/21/21 14:20
5067,844660,1,41.341518,-72.912839,3347752,8/21/21,18:25:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,0.61,707,WHITNEY AV,707-N,Davis Street,,,,S,1,Clear,1,Daylight,1,Dry,14300,"Trafficway, On Road",8/21/21 18:25
6209,839740,1,41.3537,-72.9367,3342832,8/22/21,2:16:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,Local,0.86,99,CIRCULAR AV,CIRCULAR AV,,CHURCH ST,450,Feet,S,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/22/21 2:16
6449,861405,1,41.3442,-72.9349,3363506,8/22/21,2:44:00,O,Property Damage Only,O,No Apparent Injury (O),2,,,,DIXWELL AV,1126 DIXWELL AVE,,DIXWELL AVE,40,Feet,S,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",8/22/21 2:44
7678,852930,1,41.337924,-72.925023,3355031,8/22/21,7:15:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.08,383,NEWBURY ST,NEWBURY ST,,WINCHESTER AVE,50,Feet,W,1,Clear,2,Dawn,2,Wet,,"Trafficway, On Road",8/22/21 7:15
3685,842558,1,41.35730254,-72.94392125,3345650,8/22/21,8:40:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,48.91,15,15-S,15-S,,exit 60,5,TenthsofMile,S,4,Rain,1,Daylight,2,Wet,77800,"Trafficway, On Road",8/22/21 8:40
3262,843148,1,41.378487,-72.90434,3346240,8/23/21,12:34:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.54,15,15-N,15-N,,Exit 61,3,TenthsofMile,S,4,Rain,1,Daylight,2,Wet,68700,"Trafficway, On Road",8/23/21 12:34
4974,842717,1,41.383004,-72.902024,3345809,8/23/21,12:41:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,3.59,707,WHITNEY AV,707-N,,Dixwell Av,150,Feet,S,4,Rain,1,Daylight,2,Wet,16800,"Trafficway, On Road",8/23/21 12:41
4220,840759,1,41.378267,-72.905298,3343851,8/23/21,15:46:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,0.17,15,15-S,15-S-122,,15-S,100,Feet,N,4,Rain,1,Daylight,2,Wet,9700,"Trafficway, On Road",8/23/21 15:46
2026,842718,1,41.403096,-72.898196,3345810,8/23/21,15:59:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.4,10,CT-10,10-N,,DICKERMAN ST,250,Feet,S,1,Clear,1,Daylight,1,Dry,18300,"Trafficway, On Road",8/23/21 15:59
